EventId_x,Type_x,Severity_x,Type_y,Severity_y,Distance(mi),Side
W-2589339,Rain,Light,Congestion,2.0,0.0,R
W-438884,Rain,Light,Congestion,2.0,0.0,L
W-3048678,Rain,Light,Congestion,2.0,0.0,R
W-1633930,Rain,Light,Congestion,2.0,0.0,R
W-5746477,Rain,Light,Accident,2.0,0.0,R
W-1124527,Rain,Light,Congestion,2.0,0.0,R
W-1633931,Rain,Light,Congestion,2.0,0.0,R
W-4606585,Rain,Light,Congestion,2.0,0.0,R
W-1161444,Cold,Severe,Congestion,1.0,0.0,R
W-4508575,Rain,Light,Event,2.0,0.0,L
W-4276028,Rain,Light,Event,2.0,0.0,L
W-3907477,Rain,Light,Event,2.0,0.0,L
W-2892748,Rain,Light,Congestion,1.0,0.0,R
W-5746478,Rain,Light,Congestion,1.0,0.0,R
W-5746479,Fog,Severe,Congestion,1.0,0.0,R
W-5012746,Rain,Heavy,Congestion,1.0,0.0,R
W-5746481,Rain,Moderate,Congestion,1.0,0.0,R
W-2892749,Rain,Light,Congestion,2.0,0.0,R
W-1633936,Rain,Light,Accident,3.0,0.0,R
W-983018,Rain,Light,Congestion,1.0,0.0,R
W-5012748,Rain,Light,Congestion,2.0,0.0,R
W-4606587,Rain,Light,Flow-Incident,2.0,0.0,R
W-5746483,Rain,Light,Accident,2.0,0.0,R
W-3946075,Fog,Moderate,Event,2.0,0.0,R
W-1124529,Rain,Light,Congestion,2.0,0.0,R
W-4296595,Rain,Moderate,Construction,2.0,0.0,R
W-5418849,Rain,Light,Congestion,2.0,0.0,R
W-1559086,Rain,Moderate,Lane-Blocked,2.0,0.0,L
W-4296596,Rain,Light,Accident,2.0,0.0,L
W-1124530,Rain,Light,Accident,3.0,0.0,R
W-1559087,Rain,Light,Accident,2.0,0.0,R
W-1535190,Fog,Moderate,Congestion,0.0,0.0,R
W-4296597,Rain,Moderate,Accident,2.0,0.0,R
W-1378976,Fog,Moderate,Accident,2.0,0.0,R
W-1559088,Rain,Moderate,Accident,2.0,0.0,R
W-4296598,Rain,Light,Broken-Vehicle,2.0,0.0,R
W-5418850,Rain,Light,Flow-Incident,3.0,0.0,R
W-2892750,Rain,Light,Congestion,1.0,0.0,L
W-1124531,Rain,Light,Congestion,2.0,0.0,R
W-2892751,Rain,Light,Congestion,1.0,0.0,L
W-1317135,Cold,Severe,Congestion,0.0,0.0,R
W-2013064,Rain,Light,Accident,2.0,0.0,R
W-3529213,Fog,Moderate,Construction,2.0,0.0,R
W-5496856,Rain,Light,Lane-Blocked,2.0,0.0,R
W-1317136,Cold,Severe,Broken-Vehicle,2.0,0.0,R
W-303324,Cold,Severe,Congestion,1.0,0.0,L
W-3529214,Fog,Moderate,Congestion,2.0,0.0,R
W-1317137,Rain,Light,Congestion,2.0,0.0,R
W-1138035,Rain,Light,Accident,3.0,0.0,R
W-1317138,Cold,Severe,Congestion,2.0,0.0,R
W-303325,Rain,Light,Congestion,1.0,0.0,L
W-1712999,Rain,Light,Congestion,1.0,0.0,L
W-2808337,Cold,Severe,Congestion,1.0,0.0,R
W-1186925,Rain,Light,Congestion,2.0,0.0,R
W-1186926,Rain,Moderate,Congestion,2.0,0.0,R
W-1186927,Rain,Light,Congestion,2.0,0.0,R
W-1186928,Fog,Moderate,Congestion,2.0,0.0,R
W-1186929,Rain,Light,Congestion,2.0,0.0,R
W-1138036,Rain,Moderate,Accident,3.0,0.0,R
W-1713000,Rain,Light,Congestion,0.0,0.0,L
W-4994840,Rain,Light,Congestion,1.0,0.0,L
W-1535191,Rain,Light,Congestion,2.0,0.0,R
W-4606588,Rain,Light,Congestion,2.0,0.0,R
W-1312261,Rain,Light,Flow-Incident,3.0,0.0,L
W-5026022,Rain,Light,Congestion,1.0,0.0,L
W-438885,Rain,Light,Congestion,2.0,0.0,R
W-1186930,Precipitation,UNK,Congestion,1.0,0.0,L
W-4508576,Rain,Light,Congestion,1.0,0.0,R
W-1008464,Rain,Light,Congestion,1.0,0.0,R
W-3907478,Rain,Light,Congestion,0.0,0.0,R
W-4276029,Rain,Light,Congestion,0.0,0.0,R
W-1713001,Rain,Light,Congestion,0.0,0.0,L
W-202425,Rain,Light,Congestion,0.0,0.0,R
W-979885,Rain,Light,Congestion,1.0,0.0,R
W-2351439,Rain,Light,Congestion,0.0,0.0,R
W-5496857,Rain,Light,Congestion,0.0,0.0,L
W-4994841,Rain,Light,Congestion,1.0,0.0,R
W-1523841,Fog,Moderate,Congestion,1.0,0.0,L
W-1317140,Cold,Severe,Congestion,1.0,0.0,L
W-3171000,Rain,Light,Congestion,2.0,0.0,R
W-1713002,Rain,Moderate,Congestion,1.0,0.0,L
W-202426,Fog,Severe,Congestion,1.0,0.0,R
W-4546808,Rain,Light,Congestion,1.0,0.0,L
W-114616,Rain,Light,Congestion,1.0,0.0,L
W-1633937,Rain,Light,Congestion,1.0,0.0,R
W-202427,Rain,Heavy,Congestion,0.0,0.0,R
W-620196,Rain,Light,Congestion,0.0,0.0,R
W-2013065,Rain,Light,Congestion,1.0,0.0,R
W-5083276,Rain,Light,Congestion,2.0,0.0,R
W-2351440,Fog,Severe,Congestion,0.0,0.0,R
W-1378983,Fog,Moderate,Congestion,1.0,0.0,R
W-1713003,Rain,Heavy,Congestion,1.0,0.0,L
W-788231,Rain,Light,Congestion,2.0,0.0,L
W-5767669,Rain,Light,Congestion,1.0,0.0,R
W-202428,Rain,Light,Congestion,0.0,0.0,R
W-3796949,Rain,Light,Congestion,1.0,0.0,L
W-788232,Rain,Moderate,Congestion,1.0,0.0,R
W-1124532,Rain,Light,Congestion,2.0,0.0,R
W-2351441,Rain,Heavy,Congestion,1.0,0.0,L
W-3842635,Rain,Light,Congestion,1.0,0.0,R
W-4994842,Rain,Light,Flow-Incident,3.0,0.0,R
W-5324564,Rain,Light,Congestion,1.0,0.0,L
W-3452043,Rain,Light,Congestion,2.0,0.0,R
W-4227782,Rain,Light,Congestion,1.0,0.0,R
W-558375,Fog,Moderate,Congestion,2.0,0.0,R
W-278609,Rain,Light,Congestion,0.0,0.0,R
W-1713004,Rain,Light,Congestion,1.0,0.0,L
W-788233,Precipitation,UNK,Congestion,1.0,0.0,L
W-5083277,Rain,Moderate,Congestion,2.0,0.0,L
W-5772632,Rain,Light,Congestion,1.0,0.0,L
W-5083278,Fog,Severe,Congestion,2.0,0.0,L
W-1633938,Rain,Light,Congestion,1.0,0.0,L
W-5418851,Rain,Light,Congestion,1.0,0.0,L
W-1317141,Cold,Severe,Congestion,1.0,0.0,L
W-2351442,Rain,Light,Congestion,1.0,0.0,R
W-1124533,Fog,Moderate,Congestion,1.0,0.0,R
W-2892754,Rain,Light,Congestion,1.0,0.0,R
W-4227783,Rain,Light,Congestion,2.0,0.0,L
W-5496858,Rain,Light,Congestion,0.0,0.0,R
W-5767670,Rain,Light,Congestion,2.0,0.0,L
W-5418852,Rain,Moderate,Flow-Incident,3.0,0.0,R
W-2351443,Rain,Moderate,Congestion,1.0,0.0,R
W-1124534,Rain,Light,Congestion,1.0,0.0,R
W-2191404,Rain,Light,Congestion,2.0,0.0,L
W-5012749,Rain,Light,Congestion,1.0,0.0,R
W-2892755,Rain,Light,Congestion,1.0,0.0,R
W-5746484,Rain,Light,Congestion,2.0,0.0,R
W-2351444,Rain,Light,Accident,2.0,0.0,R
W-1633939,Rain,Moderate,Congestion,1.0,0.0,L
W-5012750,Fog,Severe,Congestion,2.0,0.0,R
W-5496859,Fog,Severe,Congestion,2.0,0.0,L
W-5746485,Fog,Severe,Congestion,1.0,0.0,R
W-1633940,Rain,Heavy,Congestion,1.0,0.0,L
W-202429,Rain,Light,Accident,2.0,0.0,R
W-5012751,Rain,Light,Congestion,1.0,0.0,R
W-2191405,Rain,Light,Congestion,2.0,0.0,R
W-5012752,Rain,Moderate,Congestion,1.0,0.0,R
W-5012753,Rain,Heavy,Congestion,2.0,0.0,R
W-4894941,Rain,Light,Congestion,1.0,0.0,L
W-5703222,Rain,Moderate,Congestion,2.0,0.0,L
W-5418853,Rain,Light,Congestion,1.0,0.0,L
W-5703223,Rain,Heavy,Congestion,2.0,0.0,L
W-5767671,Rain,Light,Accident,3.0,0.0,R
W-788234,Rain,Light,Broken-Vehicle,2.0,0.0,R
W-2510091,Rain,Light,Congestion,1.0,0.0,L
W-1586434,Rain,Light,Congestion,2.0,0.0,R
W-2892756,Rain,Heavy,Congestion,1.0,0.0,R
W-2723235,Rain,Light,Broken-Vehicle,2.0,0.0,R
W-5746486,Fog,Moderate,Accident,2.0,0.0,R
W-2892757,Rain,Light,Accident,2.0,0.0,R
W-5703224,Rain,Moderate,Congestion,1.0,0.0,L
W-5586161,Rain,Light,Congestion,2.0,0.0,R
W-2510092,Rain,Light,Congestion,1.0,0.0,L
W-303326,Fog,Moderate,Congestion,1.0,0.0,L
W-5586162,Rain,Light,Congestion,2.0,0.0,R
W-5746487,Rain,Heavy,Accident,2.0,0.0,R
W-4994843,Rain,Light,Congestion,1.0,0.0,R
W-5746488,Rain,Light,Accident,2.0,0.0,R
W-5703225,Rain,Light,Congestion,3.0,0.0,R
W-5772634,Rain,Light,Congestion,3.0,0.0,R
W-2191406,Rain,Light,Congestion,3.0,0.0,R
W-5012754,Rain,Moderate,Accident,2.0,0.0,R
W-5767672,Rain,Light,Congestion,3.0,0.0,R
W-303327,Rain,Light,Congestion,2.0,0.0,R
W-5703226,Rain,Light,Congestion,1.0,0.0,R
W-5772635,Rain,Light,Congestion,1.0,0.0,R
W-1633945,Rain,Moderate,Congestion,2.0,0.0,R
W-1124537,Rain,Light,Congestion,3.0,0.0,R
W-1633946,Rain,Light,Congestion,2.0,0.0,R
W-1186931,Rain,Light,Lane-Blocked,2.0,0.0,L
W-4434765,Fog,Severe,Flow-Incident,2.0,0.0,R
W-1559089,Fog,Severe,Broken-Vehicle,2.0,0.0,L
W-1633947,Rain,Light,Accident,3.0,0.0,R
W-1559090,Fog,Severe,Broken-Vehicle,2.0,0.0,L
W-4637863,Fog,Moderate,Congestion,1.0,0.0,R
W-4324434,Fog,Moderate,Accident,2.0,0.0,R
W-5865242,Fog,Moderate,Lane-Blocked,2.0,0.0,R
W-1559091,Fog,Severe,Accident,3.0,0.0,R
W-2589341,Fog,Severe,Congestion,1.0,0.0,L
W-4637864,Fog,Moderate,Congestion,2.0,0.0,R
W-572545,Fog,Severe,Flow-Incident,3.0,0.0,R
W-1559092,Fog,Severe,Flow-Incident,2.0,0.0,R
W-1317147,Cold,Severe,Congestion,1.0,0.0,R
W-4296599,Fog,Severe,Accident,2.0,0.0,L
W-3934468,Fog,Moderate,Lane-Blocked,2.0,0.0,R
W-1317148,Cold,Severe,Congestion,1.0,0.0,R
W-4296600,Fog,Moderate,Construction,2.0,0.0,R
W-1559093,Fog,Moderate,Accident,2.0,0.0,L
W-2892759,Rain,Light,Congestion,2.0,0.0,R
W-2892760,Rain,Light,Congestion,2.0,0.0,R
W-5086267,Cold,Severe,Congestion,1.0,0.0,R
W-3529215,Fog,Moderate,Congestion,1.0,0.0,R
W-243794,Fog,Moderate,Lane-Blocked,2.0,0.0,R
W-278611,Rain,Light,Accident,2.0,0.0,L
W-788235,Rain,Moderate,Congestion,1.0,0.0,L
W-788236,Rain,Light,Congestion,1.0,0.0,L
W-278612,Rain,Moderate,Accident,2.0,0.0,L
W-3796950,Rain,Light,Congestion,1.0,0.0,L
W-1161451,Cold,Severe,Accident,2.0,0.0,R
W-4690173,Fog,Severe,Flow-Incident,3.0,0.0,R
W-4227785,Rain,Light,Event,2.0,0.0,L
W-5767675,Rain,Heavy,Accident,3.0,0.0,R
W-2191408,Rain,Light,Accident,3.0,0.0,R
W-5767676,Rain,Moderate,Accident,3.0,0.0,R
W-5703228,Rain,Light,Accident,3.0,0.0,R
W-5703229,Rain,Heavy,Accident,2.0,0.0,R
W-5767677,Rain,Heavy,Accident,2.0,0.0,R
W-5703230,Rain,Light,Accident,2.0,0.0,R
W-4227789,Rain,Light,Accident,3.0,0.0,R
W-278615,Rain,Light,Accident,2.0,0.0,R
W-4227790,Rain,Moderate,Accident,3.0,0.0,R
W-4227791,Fog,Severe,Accident,2.0,0.0,R
W-2849580,Cold,Severe,Accident,2.0,0.0,R
W-2191409,Rain,Light,Accident,2.0,0.0,R
W-4227792,Rain,Heavy,Accident,2.0,0.0,R
W-4994848,Rain,Light,Accident,2.0,0.0,R
W-5767678,Rain,Light,Accident,3.0,0.0,R
W-2191410,Cold,Severe,Accident,3.0,0.0,R
W-2191411,Rain,Light,Accident,3.0,0.0,R
W-278616,Rain,Moderate,Accident,2.0,0.0,R
W-4994849,Rain,Moderate,Accident,2.0,0.0,R
W-5772636,Rain,Light,Accident,3.0,0.0,R
W-2191412,Fog,Severe,Accident,3.0,0.0,R
W-4994850,Rain,Light,Accident,2.0,0.0,R
W-2772421,Fog,Moderate,Accident,3.0,0.0,R
W-2191413,Rain,Light,Accident,3.0,0.0,R
W-5083283,Rain,Light,Accident,2.0,0.0,L
W-2849581,Cold,Severe,Lane-Blocked,3.0,0.0,R
W-5703231,Rain,Light,Accident,3.0,0.0,R
W-2394087,Fog,Moderate,Accident,2.0,0.0,R
W-278617,Rain,Light,Accident,2.0,0.0,R
W-788238,Rain,Light,Congestion,1.0,0.0,R
W-788239,Rain,Moderate,Congestion,1.0,0.0,R
W-3042986,Rain,Light,Congestion,1.0,0.0,R
W-3930527,Rain,Light,Lane-Blocked,3.0,0.0,R
W-1523847,Rain,Light,Congestion,1.0,0.0,L
W-788240,Fog,Severe,Accident,3.0,0.0,R
W-788241,Rain,Heavy,Accident,2.0,0.0,L
W-1523848,Rain,Moderate,Congestion,1.0,0.0,L
W-5586166,Rain,Light,Lane-Blocked,2.0,0.0,L
W-3042987,Rain,Light,Congestion,1.0,0.0,R
W-788242,Rain,Light,Accident,2.0,0.0,L
W-1523849,Fog,Severe,Congestion,1.0,0.0,L
W-1523850,Rain,Heavy,Congestion,1.0,0.0,L
W-5481471,Fog,Moderate,Lane-Blocked,2.0,0.0,R
W-3452044,Rain,Light,Congestion,2.0,0.0,R
W-1378986,Fog,Moderate,Congestion,2.0,0.0,L
W-4324439,Rain,Light,Lane-Blocked,3.0,0.0,R
W-438889,Rain,Light,Congestion,2.0,0.0,R
W-3796952,Rain,Light,Congestion,0.0,0.0,R
W-3258552,Rain,Light,Flow-Incident,3.0,0.0,R
W-788243,Rain,Light,Accident,2.0,0.0,R
W-3796953,Rain,Moderate,Congestion,1.0,0.0,R
W-4324440,Rain,Moderate,Lane-Blocked,3.0,0.0,R
W-4546809,Rain,Light,Congestion,1.0,0.0,R
W-3796954,Rain,Heavy,Congestion,2.0,0.0,R
W-303331,Rain,Light,Congestion,1.0,0.0,L
W-3842639,Rain,Light,Congestion,1.0,0.0,R
W-2456567,Rain,Light,Congestion,2.0,0.0,L
W-1586436,Rain,Light,Congestion,1.0,0.0,R
W-2723237,Rain,Heavy,Congestion,1.0,0.0,R
W-4637865,Rain,Light,Congestion,1.0,0.0,R
W-5324566,Rain,Light,Congestion,1.0,0.0,R
W-5655104,Rain,Light,Flow-Incident,2.0,0.0,R
W-2723238,Rain,Light,Congestion,1.0,0.0,L
W-1378987,Rain,Light,Congestion,2.0,0.0,L
W-3452045,Rain,Light,Congestion,2.0,0.0,L
W-3796955,Rain,Light,Flow-Incident,1.0,0.0,L
W-788244,Rain,Moderate,Congestion,1.0,0.0,L
W-3524481,Rain,Light,Congestion,1.0,0.0,R
W-3452046,Rain,Moderate,Congestion,2.0,0.0,L
W-1186934,Fog,Moderate,Congestion,1.0,0.0,R
W-788245,Fog,Severe,Congestion,1.0,0.0,R
W-1186935,Fog,Severe,Congestion,0.0,0.0,L
W-1186936,Rain,Light,Congestion,0.0,0.0,L
W-788246,Rain,Heavy,Congestion,1.0,0.0,L
W-2892774,Rain,Light,Congestion,1.0,0.0,R
W-2723239,Rain,Heavy,Congestion,1.0,0.0,L
W-3524482,Rain,Light,Congestion,1.0,0.0,R
W-3258553,Rain,Light,Congestion,1.0,0.0,R
W-1008468,Rain,Light,Congestion,1.0,0.0,R
W-2892775,Rain,Light,Congestion,1.0,0.0,R
W-788247,Rain,Light,Congestion,2.0,0.0,R
W-2723240,Rain,Light,Congestion,1.0,0.0,R
W-2892776,Rain,Light,Congestion,1.0,0.0,R
W-1394861,Rain,Light,Congestion,1.0,0.0,R
W-1124541,Rain,Light,Congestion,1.0,0.0,L
W-668915,Rain,Light,Congestion,1.0,0.0,L
W-2892777,Rain,Light,Congestion,1.0,0.0,L
W-4894945,Rain,Light,Congestion,1.0,0.0,R
W-2687090,Fog,Moderate,Congestion,1.0,0.0,R
W-1378988,Rain,Light,Flow-Incident,1.0,0.0,L
W-788248,Rain,Moderate,Accident,2.0,0.0,R
W-1138039,Rain,Light,Congestion,1.0,0.0,L
W-1394862,Rain,Light,Congestion,1.0,0.0,R
W-1186937,Rain,Heavy,Congestion,1.0,0.0,L
W-1186938,Rain,Light,Congestion,1.0,0.0,R
W-979887,Rain,Light,Congestion,1.0,0.0,L
W-3452047,Rain,Light,Congestion,2.0,0.0,R
W-1138040,Rain,Moderate,Congestion,1.0,0.0,L
W-3907479,Rain,Light,Congestion,2.0,0.0,R
W-2772422,Fog,Moderate,Accident,2.0,0.0,R
W-1138041,Rain,Heavy,Congestion,1.0,0.0,R
W-1317156,Cold,Severe,Congestion,1.0,0.0,L
W-1186939,Rain,Moderate,Congestion,0.0,0.0,L
W-202433,Rain,Light,Congestion,1.0,0.0,L
W-3452048,Rain,Light,Congestion,2.0,0.0,R
W-1138042,Rain,Light,Congestion,1.0,0.0,R
W-5697203,Rain,Light,Congestion,1.0,0.0,L
W-1559094,Rain,Light,Accident,2.0,0.0,R
W-1138043,Rain,Moderate,Congestion,1.0,0.0,R
W-4606591,Rain,Light,Congestion,1.0,0.0,R
W-2803280,Rain,Light,Congestion,1.0,0.0,R
W-3171006,Rain,Light,Congestion,1.0,0.0,R
W-4508577,Rain,Light,Flow-Incident,2.0,0.0,L
W-3907480,Precipitation,UNK,Accident,3.0,0.0,R
W-2803281,Rain,Moderate,Congestion,1.0,0.0,R
W-1008469,Rain,Light,Lane-Blocked,2.0,0.0,R
W-2849583,Rain,Light,Accident,2.0,0.0,R
W-2803282,Rain,Light,Congestion,1.0,0.0,R
W-1186940,Rain,Light,Accident,2.0,0.0,R
W-2803283,Rain,Moderate,Congestion,1.0,0.0,R
W-4508578,Rain,Light,Congestion,2.0,0.0,R
W-4276030,Rain,Light,Congestion,2.0,0.0,R
W-3907481,Rain,Light,Congestion,2.0,0.0,R
W-1559095,Rain,Moderate,Congestion,2.0,0.0,R
W-1559096,Rain,Heavy,Lane-Blocked,3.0,0.0,R
W-5669822,Rain,Heavy,Congestion,2.0,0.0,R
W-4296601,Rain,Light,Accident,2.0,0.0,L
W-4276031,Rain,Heavy,Accident,2.0,0.0,R
W-4276032,Rain,Light,Accident,2.0,0.0,R
W-1559097,Rain,Light,Accident,2.0,0.0,R
W-5669823,Rain,Light,Congestion,2.0,0.0,R
W-2849585,Rain,Light,Accident,2.0,0.0,R
W-3862796,Rain,Moderate,Congestion,2.0,0.0,R
W-3862797,Rain,Heavy,Congestion,2.0,0.0,R
W-3862798,Rain,Light,Congestion,2.0,0.0,R
W-717513,Fog,Moderate,Accident,2.0,0.0,R
W-2849586,Rain,Light,Construction,2.0,0.0,R
W-3114161,Rain,Light,Accident,2.0,0.0,R
W-4637867,Fog,Moderate,Congestion,0.0,0.0,L
W-1008471,Fog,Severe,Accident,3.0,0.0,R
W-1008472,Rain,Light,Congestion,2.0,0.0,R
W-4994851,Rain,Light,Congestion,2.0,0.0,R
W-1535192,Fog,Moderate,Congestion,2.0,0.0,L
W-4637868,Fog,Moderate,Congestion,0.0,0.0,L
W-3524483,Rain,Light,Congestion,1.0,0.0,R
W-3524484,Rain,Light,Congestion,1.0,0.0,R
W-2191414,Rain,Light,Lane-Blocked,2.0,0.0,R
W-3524485,Rain,Moderate,Congestion,1.0,0.0,R
W-3524486,Fog,Severe,Congestion,1.0,0.0,R
W-4637869,Fog,Severe,Congestion,2.0,0.0,R
W-3171008,Fog,Severe,Lane-Blocked,2.0,0.0,R
W-4994852,Rain,Light,Congestion,2.0,0.0,R
W-3524487,Rain,Light,Congestion,1.0,0.0,R
W-1138044,Rain,Light,Broken-Vehicle,3.0,0.0,R
W-4994853,Rain,Light,Broken-Vehicle,2.0,0.0,R
W-2892778,Rain,Light,Congestion,1.0,0.0,L
W-2772423,Fog,Moderate,Broken-Vehicle,3.0,0.0,R
W-3370098,Fog,Moderate,Accident,3.0,0.0,R
W-4602672,Fog,Moderate,Congestion,2.0,0.0,R
W-3934474,Fog,Moderate,Lane-Blocked,2.0,0.0,R
W-5064661,Fog,Moderate,Accident,3.0,0.0,R
W-925185,Rain,Light,Accident,2.0,0.0,L
W-3907482,Fog,Moderate,Broken-Vehicle,3.0,0.0,R
W-3258554,Rain,Light,Congestion,1.0,0.0,L
W-3370099,Fog,Moderate,Lane-Blocked,3.0,0.0,R
W-1523851,Rain,Light,Lane-Blocked,2.0,0.0,L
W-3429913,Rain,Light,Congestion,2.0,0.0,L
W-5586168,Rain,Moderate,Congestion,2.0,0.0,R
W-1124542,Rain,Light,Congestion,1.0,0.0,R
W-1586437,Rain,Light,Congestion,2.0,0.0,R
W-3524491,Rain,Light,Congestion,2.0,0.0,R
W-6144287,Fog,Severe,Congestion,1.0,0.0,R
W-3524492,Rain,Moderate,Congestion,2.0,0.0,R
W-6144288,Fog,Moderate,Congestion,1.0,0.0,R
W-1138049,Rain,Light,Congestion,1.0,0.0,R
W-5703232,Rain,Light,Congestion,2.0,0.0,L
W-3267136,Fog,Moderate,Lane-Blocked,3.0,0.0,R
W-3452049,Rain,Light,Congestion,2.0,0.0,R
W-3842641,Rain,Light,Congestion,2.0,0.0,R
W-5556657,Fog,Moderate,Accident,3.0,0.0,R
W-3930528,Rain,Light,Congestion,2.0,0.0,R
W-4227793,Rain,Light,Congestion,0.0,0.0,R
W-2351451,Rain,Light,Flow-Incident,2.0,0.0,R
W-2892780,Rain,Light,Congestion,1.0,0.0,L
